Abbreviation,Blank,Category,Cluster Group,Country,Created Month,Created Year,Date Created,Title,Title of Channel,Type,Youtuber,Average Channel Age,Created Date,Gross tertiary education enrollment (%),Highest Monthly Earnings,Highest Yearly Earnings,Latitude,Longitude,Lowest Monthly Earnings,Lowest Yearly Earnings,Measure Correlation Formula ,Measure Formula,Population,Rank,Subscribers,Subscribers For Last 30 Days,Total Countries Represented,Unemployment rate,Uploads,Urban population,Video Views,Video Views For The Last 30 Days
US,,Entertainment,Cluster 1,United States,Mar,2015,17-03-2015,Ryan's World,Ryan's World,Entertainment,Ryan's World,10.180821918,17,88.2,954500,11500000,37.09024,-95.712891,59700,715800,11500000,35200000,328239523,112,35200000,200000,1,14.7,2453,270663028,55299840198,238613000
US,,Education,Cluster 1,United States,Jan,2016,06-01-2016,Genevieve's Playhouse - Learning Videos for ï¿½,Genevieve's Playhouse - Learning Videos for ï¿½,Education,Genevieve's Playhouse - Learning Videos for Kids,9.372602740,6,88.2,1300000,16100000,37.09024,-95.712891,83800,1000000,16100000,34900000,328239523,113,34900000,300000,1,14.7,617,270663028,25607397308,335307000
IN,,Music,Cluster 3,India,Oct,2016,22-10-2016,Geet MP3,Geet MP3,Music,Geet MP3,8.578082192,22,28.1,405400,4900000,20.593684,78.96288,25300,304100,4900000,34300000,1366417754,116,34300000,100000,1,5.36,679,471031528,12746535822,101357000
CO,,Music,Cluster 4,Colombia,Feb,2011,18-02-2011,J Balvin,J Balvin,Music,J Balvin,14.257534247,18,55.3,514800,6200000,4.570868,-74.297333,32200,386100,6200000,34100000,50339443,117,34100000,100000,1,9.71,141,40827302,23005313609,128696000
ID,,Entertainment,Cluster 2,Indonesia,Sep,2017,07-09-2017,Jess No Limit,Jess No Limit,Entertainment,Jess No Limit,7.701369863,7,36.3,2200000,26300000,-0.789275,113.921327,136800,1600000,26300000,34000000,270203917,118,34000000,5500000,1,4.69,2284,151509724,3963007415,547141000
IN,,Film & Animation,Cluster 3,India,Jan,2013,24-01-2013,Jingle Toons,Jingle Toons,Film & Animation,Jingle Toons,12.323287671,24,28.1,719600,8600000,20.593684,78.96288,45000,539700,8600000,34000000,1366417754,119,34000000,600000,1,5.36,240,471031528,11351015824,179903000
ES,,Gaming,Cluster 1,Spain,Mar,2008,02-03-2008,VEGETTA777,VEGETTA777,Gaming,VEGETTA777,17.224657534,2,88.9,156400,1900000,40.463667,-3.74922,9800,117300,1900000,33800000,47076781,120,33800000,200000,1,13.96,7606,37927409,15432929204,39094000
BR,,Film & Animation,Cluster 1,Brazil,Aug,2006,30-08-2006,Galinha Pintadinha,Galinha Pintadinha,Film & Animation,Galinha Pintadinha,18.731506849,30,51.3,1600000,19400000,-14.235004,-51.92528,100900,1200000,19400000,33800000,212559417,121,33800000,200000,1,12.08,66,183241641,27274550757,403508000
US,,Gaming,Cluster 1,United States,Jan,2013,20-01-2013,SSSniperWolf,SSSniperWolf,Gaming,SSSniperWolf,12.334246575,20,88.2,843800,10100000,37.09024,-95.712891,52700,632900,10100000,33700000,328239523,122,33700000,200000,1,14.7,3366,270663028,23492684419,210955000
US,,Film & Animation,Cluster 1,United States,Feb,2008,08-02-2008,Selena Gomez,Selena Gomez,Film & Animation,Selena Gomez,17.287671233,8,88.2,463200,5600000,37.09024,-95.712891,28900,347400,5600000,33600000,328239523,124,33600000,200000,1,14.7,188,270663028,13013567335,115792000
IN,,Music,Cluster 3,India,Mar,2006,24-03-2006,Rajshri,Rajshri,Music,Rajshri,19.167123288,24,28.1,1100000,13100000,20.593684,78.96288,68100,816800,13100000,33500000,1366417754,125,33500000,500000,1,5.36,3741,471031528,14864294792,272255000
TH,,Entertainment,Cluster 2,Thailand,May,2014,29-05-2014,Ch3Thailand,Ch3Thailand,Entertainment,Ch3Thailand,10.980821918,29,49.3,0,0,15.870032,100.992541,0,0,0,33500000,69625582,126,33500000,100000,1,0.75,96214,35294600,29611914495,61307000
IN,,Comedy,Cluster 3,India,Nov,2013,11-11-2013,KHANDESHI MOVIES,KHANDESHI MOVIES,Comedy,KHANDESHI MOVIES,11.526027397,11,28.1,98900,1200000,20.593684,78.96288,6200,74200,1200000,33500000,1366417754,127,33500000,100000,1,5.36,217,471031528,11405809704,24736000
GB,,Music,Cluster 4,United Kingdom,Aug,2011,14-08-2011,NoCopyrightSounds,NoCopyrightSounds,Music,NoCopyrightSounds,13.772602740,14,60,222600,2700000,55.378051,-3.435973,13900,167000,2700000,33400000,66834405,128,33400000,200000,1,3.85,1331,55908316,10530729078,55654000
IN,,Education,Cluster 3,India,Aug,2008,26-08-2008,CVS 3D Rhymes & Kids Songs,CVS 3D Rhymes & Kids Songs,Education,CVS 3D Rhymes & Kids Songs,16.739726027,26,28.1,544300,6500000,20.593684,78.96288,34000,408300,6500000,33400000,1366417754,129,33400000,200000,1,5.36,338,471031528,20269857567,136084000
ID,,People & Blogs,Cluster 2,Indonesia,Jan,2016,15-01-2016,Ricis Official,Ricis Official,People & Blogs,Ricis Official,9.347945205,15,36.3,628400,7500000,-0.789275,113.921327,39300,471300,7500000,33300000,270203917,130,33300000,1900000,1,4.69,2736,151509724,5994136760,157101000
US,,Education,Cluster 1,United States,Jul,2016,15-07-2016,BabyBus - Kids Songs and Cartoons,BabyBus - Kids Songs and Cartoons,Education,BabyBus - Kids Songs and Cartoons,8.849315068,15,88.2,510000,6100000,37.09024,-95.712891,31900,382500,6100000,32800000,328239523,131,32800000,200000,1,14.7,2122,270663028,26355088167,127498000
IN,,Entertainment,Cluster 3,India,Mar,2012,14-03-2012,Mzaalo,Mzaalo,Entertainment,Eros Now Music,13.189041096,14,28.1,81100,972600,20.593684,78.96288,5100,60800,972600,32700000,1366417754,132,32700000,40000,1,5.36,1521,471031528,17853798780,20263000
TR,,Others,Cluster 2,Turkey,Dec,2012,12-12-2012,BETER Bï¿½ï¿½,BETER Bï¿½ï¿½,Others,BETER Bï¿½ï¿½,12.441095890,12,23.9,5900000,70200000,38.963745,35.243322,365900,4400000,70200000,32700000,83429615,133,32700000,2100000,1,13.49,2738,63097818,19180039918,1463000000
US,,Music,Cluster 1,United States,May,2010,20-05-2010,DisneyMusicVEVO,DisneyMusicVEVO,Music,DisneyMusicVEVO,15.008219178,20,88.2,1300000,15800000,37.09024,-95.712891,82500,989600,15800000,32700000,328239523,134,32700000,300000,1,14.7,2068,270663028,28516250629,329861000
CA,,Music,Cluster 4,Canada,Feb,2011,25-02-2011,The Weeknd,The Weeknd,Music,The Weeknd,14.238356164,25,68.9,1500000,17900000,56.130366,-106.346771,93500,1100000,17900000,32600000,36991981,135,32600000,200000,1,5.56,169,30628482,23379969006,373828000
CO,,Music,Cluster 4,Colombia,Mar,2013,14-03-2013,KAROL G,KAROL G,Music,KAROL G,12.189041096,14,55.3,1900000,22400000,4.570868,-74.297333,116400,1400000,22400000,32100000,50339443,137,32100000,300000,1,9.71,134,40827302,18699145555,465647000
GB,,Shows,Cluster 4,United Kingdom,Jan,2006,04-01-2006,Mr Bean,Mr Bean,Shows,Mr Bean,19.383561644,4,60,226100,2700000,55.378051,-3.435973,14100,169600,2700000,32100000,66834405,138,32100000,100000,1,3.85,3091,55908316,10602236110,56534000
BR,,Gaming,Cluster 1,Brazil,Feb,2012,12-02-2012,rezendeevil,rezendeevil,Gaming,rezendeevil,13.273972603,12,51.3,178000,2100000,-14.235004,-51.92528,11100,133500,2100000,32100000,212559417,139,32100000,200000,1,12.08,11882,183241641,13061739758,44505000
IN,,Entertainment,Cluster 3,India,May,2006,19-05-2006,StarPlus,StarPlus,Entertainment,StarPlus,19.013698630,19,28.1,6700000,80000000,20.593684,78.96288,416800,5000000,80000000,32000000,1366417754,140,32000000,1200000,1,5.36,44892,471031528,26800674545,1667000000
PH,,Entertainment,Cluster 2,Philippines,Nov,2006,20-11-2006,GMA  Network,GMA  Network,Entertainment,GMA  Network,18.506849315,20,35.5,3200000,38300000,12.879721,121.774017,199600,2400000,38300000,31900000,108116615,142,31900000,500000,1,2.15,93311,50975903,19428308461,798510000
MX,,Howto & Style,Cluster 2,Mexico,Jun,2017,01-06-2017,GENIAL,GENIAL,Howto & Style,GENIAL,7.969863014,1,40.2,125800,1500000,23.634501,-102.552784,7900,94400,1500000,31800000,126014024,143,31800000,200000,1,3.42,6734,102626859,6762424690,31455000
IN,,Science & Technology,Cluster 3,India,Jun,2012,21-06-2012,MR. INDIAN HACKER,MR. INDIAN HACKER,Science & Technology,MR. INDIAN HACKER,12.917808219,21,28.1,436500,5200000,20.593684,78.96288,27300,327400,5200000,31700000,1366417754,144,31700000,500000,1,5.36,929,471031528,5711208484,109125000
IN,,Music,Cluster 3,India,Mar,2012,15-03-2012,Worldwide Records Bhojpuri,Worldwide Records Bhojpuri,Music,Worldwide Records Bhojpuri,13.186301370,15,28.1,450600,5400000,20.593684,78.96288,28200,337900,5400000,31700000,1366417754,145,31700000,200000,1,5.36,6518,471031528,16476978876,112648000
US,,Entertainment,Cluster 1,United States,Apr,2018,05-04-2018,DONA ï¿½ï¿½,DONA ï¿½ï¿½,Entertainment,DONA ï¿½ï¿½,7.126027397,5,88.2,613100,7400000,37.09024,-95.712891,38300,459800,7400000,31700000,328239523,146,31700000,200000,1,14.7,166,270663028,21031745531,153280000
US,,Gaming,Cluster 1,United States,Feb,2014,08-02-2014,Dream,Dream,Gaming,Dream,11.282191781,8,88.2,108100,1300000,37.09024,-95.712891,6800,81100,1300000,31700000,328239523,147,31700000,200000,1,14.7,116,270663028,2930015381,27022000
US,,Entertainment,Cluster 1,United States,Jan,2011,19-01-2011,Lucas and Marcus,Lucas and Marcus,Entertainment,Lucas and Marcus,14.339726027,19,88.2,1200000,15000000,37.09024,-95.712891,78000,936300,15000000,31600000,328239523,148,31600000,400000,1,14.7,1321,270663028,11615848291,312099000
US,,Music,Cluster 1,United States,Sep,2009,26-09-2009,JustinBieberVEVO,JustinBieberVEVO,Music,JustinBieberVEVO,15.654794521,26,88.2,420500,5000000,37.09024,-95.712891,26300,315400,5000000,31600000,328239523,149,31600000,200000,1,14.7,204,270663028,26583873105,105126000
GB,,Film & Animation,Cluster 4,United Kingdom,Oct,2013,09-10-2013,Peppa Pig - Official Channel,Peppa Pig - Official Channel,Film & Animation,Peppa Pig - Official Channel,11.616438356,9,60,979700,11800000,55.378051,-3.435973,61200,734800,11800000,31400000,66834405,151,31400000,300000,1,3.85,3589,55908316,22919271731,244925000
VE,,People & Blogs,Cluster 4,Venezuela,Dec,2018,16-12-2018,YOLO AVENTURAS,YOLO AVENTURAS,People & Blogs,YOLO AVENTURAS,6.427397260,16,79.3,14,172,6.42375,-66.58973,0.9,11,172,31200000,28515829,152,31200000,100,1,8.8,65,25162368,9673649438,3589
US,,Comedy,Cluster 1,United States,Jan,2006,08-01-2006,The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,Comedy,The Tonight Show Starring Jimmy Fallon,19.372602740,8,88.2,0,0,37.09024,-95.712891,0,0,0,31200000,328239523,153,31200000,100000,1,14.7,8976,270663028,17111726160,22511000
AR,,Entertainment,Cluster 4,Argentina,Feb,2015,17-02-2015,TheDonato,TheDonato,Entertainment,TheDonato,10.257534247,17,90,762700,9200000,-38.416097,-63.616672,47700,572000,9200000,31200000,44938712,154,31200000,1900000,1,9.79,3027,41339571,6187804950,190679000
US,,Music,Cluster 1,United States,Aug,2009,03-08-2009,ImagineDragons,ImagineDragons,Music,ImagineDragons,15.802739726,3,88.2,755300,9100000,37.09024,-95.712891,47200,566500,9100000,30700000,328239523,155,30700000,100000,1,14.7,92,270663028,16793072362,188837000
US,,Others,Cluster 1,United States,Nov,2016,27-11-2016,Diana and Roma ESP,Diana and Roma ESP,Others,Diana and Roma ESP,8.479452055,27,88.2,412000,4900000,37.09024,-95.712891,25700,309000,4900000,30700000,328239523,156,30700000,200000,1,14.7,578,270663028,12355992466,102998000
IN,,Comedy,Cluster 3,India,Oct,2016,20-10-2016,Round2hell,Round2hell,Comedy,Round2hell,8.583561644,20,28.1,127300,1500000,20.593684,78.96288,8000,95500,1500000,30700000,1366417754,157,30700000,300000,1,5.36,67,471031528,3145161634,31822000
IN,,News & Politics,Cluster 3,India,Jun,2007,19-06-2007,Zee News,Zee News,News & Politics,Zee News,17.928767123,19,28.1,1800000,22200000,20.593684,78.96288,115400,1400000,22200000,30500000,1366417754,158,30500000,600000,1,5.36,180092,471031528,16709857823,461472000
KW,,Gaming,Cluster 2,Kuwait,Jul,2016,28-07-2016,AboFlah,AboFlah,Gaming,AboFlah,8.813698630,28,54.4,631600,7600000,29.31166,47.481766,39500,473700,7600000,30500000,4207083,159,30500000,1300000,1,2.18,641,4207083,4521573939,157908000
ID,,Entertainment,Cluster 2,Indonesia,Jan,2014,26-01-2014,AH,AH,Entertainment,AH,11.317808219,26,36.3,85800,1000000,-0.789275,113.921327,5400,64300,1000000,30400000,270203917,160,30400000,200000,1,4.69,2197,151509724,4332274962,21440000
US,,Music,Cluster 1,United States,Sep,2012,23-09-2012,Trap Nation,Trap Nation,Music,Trap Nation,12.660273973,23,88.2,183300,2200000,37.09024,-95.712891,11500,137500,2200000,30400000,328239523,161,30400000,200000,1,14.7,2725,270663028,14037426379,45822000
US,,Others,Cluster 1,United States,Nov,2018,03-11-2018,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,Others,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,6.545205479,3,88.2,491700,5900000,37.09024,-95.712891,30700,368800,5900000,30400000,328239523,162,30400000,300000,1,14.7,532,270663028,17999961915,122926000
US,,Entertainment,Cluster 1,United States,Feb,2012,21-02-2012,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13.249315068,21,88.2,90900,1100000,37.09024,-95.712891,5700,68200,1100000,30300000,328239523,163,30300000,200000,1,14.7,223,270663028,13546549817,22724000
GB,,Music,Cluster 4,United Kingdom,Apr,2008,04-04-2008,Adele,Adele,Music,Adele,17.134246575,4,60,548400,6600000,55.378051,-3.435973,34300,411300,6600000,30200000,66834405,164,30200000,100000,1,3.85,15,55908316,14199108016,137099000
US,,Comedy,Cluster 1,United States,Jun,2008,27-06-2008,TalkingTom,TalkingTom,Comedy,Talking Tom,16.904109589,27,88.2,0,0,37.09024,-95.712891,0,0,0,30200000,328239523,165,30200000,200000,1,14.7,2,270663028,15199330166,71118000
JO,,Entertainment,Cluster 1,Jordan,Nov,2008,24-11-2008,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,16.493150685,24,34.4,465700,5600000,30.585164,36.238414,29100,349300,5600000,30200000,10101694,166,30200000,100000,1,14.72,3254,9213048,27684955537,116434000
NL,,Music,Cluster 4,Netherlands,Jul,2007,12-07-2007,Spinnin' Records,Spinnin' Records,Music,Spinnin' Records,17.865753425,12,85,400200,4800000,52.132633,5.291266,25000,300100,4800000,30100000,17332850,168,30100000,100000,1,3.2,11501,15924729,19607009165,100040000
US,,Education,Cluster 1,United States,Dec,2015,14-12-2015,Little Angel: Nursery Rhymes & Kids Songs,Little Angel: Nursery Rhymes & Kids Songs,Education,Little Angel: Nursery Rhymes & Kids Songs,9.435616438,14,88.2,430100,5200000,37.09024,-95.712891,26900,322600,5200000,30100000,328239523,169,30100000,200000,1,14.7,1349,270663028,22593193994,107525000
CA,,Music,Cluster 4,Canada,Jan,2011,19-01-2011,Shawn Mendes,Shawn Mendes,Music,Shawn Mendes,14.339726027,19,68.9,355000,4300000,56.130366,-106.346771,22200,266200,4300000,30000000,36991981,171,30000000,200000,1,5.56,133,30628482,12831200855,88749000
IN,,Comedy,Cluster 3,India,Jul,2009,06-07-2009,ashish chanchlani vines,ashish chanchlani vines,Comedy,ashish chanchlani vines,15.879452055,6,28.1,104700,1300000,20.593684,78.96288,6500,78500,1300000,29800000,1366417754,172,29800000,100000,1,5.36,151,471031528,4457913639,26171000
US,,Music,Cluster 1,United States,Oct,2006,24-10-2006,Ultra Records,Ultra Records,Music,Ultra Records,18.580821918,24,88.2,327500,3900000,37.09024,-95.712891,20500,245700,3900000,29600000,328239523,173,29600000,200000,1,14.7,4903,270663028,17208027242,81884000
AR,,Music,Cluster 4,Argentina,Oct,2015,31-10-2015,MaLuMa,MaLuMa,Music,Maluma,9.556164384,31,90,0.06,0.72,-38.416097,-63.616672,0,0.05,0.72,29300000,44938712,175,29300000,200000,1,9.79,14,41339571,21226945136,15
US,,Entertainment,Cluster 1,United States,Jan,2015,19-01-2015,Zhong,Zhong,Entertainment,Zhong,10.336986301,19,88.2,0,0,37.09024,-95.712891,0,0,0,29200000,328239523,176,29200000,1000000,1,14.7,1513,270663028,14727238483,180519000
BR,,Comedy,Cluster 1,Brazil,Nov,2012,07-11-2012,Enaldinho,Enaldinho,Comedy,Enaldinho,12.536986301,7,51.3,1200000,14500000,-14.235004,-51.92528,75800,909300,14500000,29200000,212559417,177,29200000,1000000,1,12.08,3654,183241641,11627437847,303100000
ES,,Comedy,Cluster 1,Spain,Feb,2006,28-02-2006,AuronPlay,AuronPlay,Comedy,AuronPlay,19.232876712,28,88.9,48600,582900,40.463667,-3.74922,3000,36400,582900,29200000,47076781,178,29200000,200000,1,13.96,404,37927409,4079141673,12143000
IN,,Education,Cluster 3,India,Mar,2014,13-03-2014,infobells - Tamil,infobells - Tamil,Education,infobells - Tamil,11.191780822,13,28.1,439300,5300000,20.593684,78.96288,27500,329500,5300000,28900000,1366417754,180,28900000,200000,1,5.36,555,471031528,17930570614,109828000
US,,Entertainment,Cluster 1,United States,Nov,2006,21-11-2006,The Late Late Show with James Corden,The Late Late Show with James Corden,Entertainment,The Late Late Show with James Corden,18.504109589,21,88.2,105700,1300000,37.09024,-95.712891,6600,79300,1300000,28400000,328239523,182,28400000,200000,1,14.7,5809,270663028,9956764048,26435000
IN,,Movies,Cluster 3,India,Feb,2012,23-02-2012,Aditya Movies,Aditya Movies,Movies,Aditya Movies,13.243835616,23,28.1,909400,10900000,20.593684,78.96288,56800,682100,10900000,28400000,1366417754,183,28400000,500000,1,5.36,5436,471031528,10062770060,227355000
IN,,Education,Cluster 3,India,Mar,2014,13-03-2014,infobells - Telugu,infobells - Telugu,Education,infobells - Telugu,11.191780822,13,28.1,1200000,13800000,20.593684,78.96288,72000,864300,13800000,28300000,1366417754,185,28300000,800000,1,5.36,505,471031528,14814192034,288110000
PK,,Entertainment,Cluster 2,Pakistan,May,2011,25-05-2011,HUM TV,HUM TV,Entertainment,HUM TV,13.994520548,25,9,2700000,32900000,30.375321,69.345116,171200,2100000,32900000,28300000,216565318,186,28300000,700000,1,4.45,106983,79927762,23844936965,684860000
IN,,Entertainment,Cluster 3,India,Mar,2011,01-03-2011,Shemaroo Movies,Shemaroo Movies,Entertainment,Shemaroo Movies,14.227397260,1,28.1,739900,8900000,20.593684,78.96288,46200,554900,8900000,28200000,1366417754,187,28200000,500000,1,5.36,3009,471031528,7600740993,184966000
US,,Music,Cluster 1,United States,Jun,2005,22-06-2005,Michael Jackson,Michael Jackson,Music,Michael Jackson,19.920547945,22,88.2,634400,7600000,37.09024,-95.712891,39600,475800,7600000,28200000,328239523,188,28200000,200000,1,14.7,15,270663028,14412474625,158591000
SG,,People & Blogs,Cluster 4,Singapore,Jan,2008,02-01-2008,Sandeepmaheshwari,Sandeepmaheshwari,People & Blogs,Sandeep Maheshwari,17.389041096,2,84.8,0,0,1.352083,103.819836,0,0,0,27800000,5703569,191,27800000,1,1,4.11,0,5703569,2303069221,71118000
AU,,Music,Cluster 4,Australia,Jan,2013,01-01-2013,Bounce Patrol - Kids Songs,Bounce Patrol - Kids Songs,Music,Bounce Patrol - Kids Songs,12.386301370,1,113.1,509800,6100000,-25.274398,133.775136,31900,382300,6100000,27800000,25766605,192,27800000,200000,1,5.27,292,21844756,21037851468,127441000
CO,,Music,Cluster 4,Colombia,Jul,2009,07-07-2009,toycantando,toycantando,Music,toycantando,15.876712329,7,55.3,695300,8300000,4.570868,-74.297333,43500,521500,8300000,27700000,50339443,193,27700000,200000,1,9.71,619,40827302,15777682516,173836000
US,,People & Blogs,Cluster 1,United States,Jun,2011,23-06-2011,Leaux Pass,Leaux Pass,People & Blogs,MrBeast 2,13.915068493,23,88.2,0,0,37.09024,-95.712891,0,0,0,27500000,328239523,194,27500000,200000,1,14.7,27,270663028,4552581106,649
US,,Music,Cluster 1,United States,May,2008,09-05-2008,Wiz Khalifa,Wiz Khalifa,Music,Wiz Khalifa,17.038356164,9,88.2,361800,4300000,37.09024,-95.712891,22600,271300,4300000,27500000,328239523,195,27500000,100000,1,14.7,682,270663028,13379395501,90450000
